prices,available,address
€800 monthly,"Available Now - Single bedroom vacancy available in whitehall in a new reformed house 
oldtown avenue, d9
rent price is 800 euro monthly. Single bedroom immediate available. Deposit is the same amount as the rent. Bills turn around 60/8...","Oldtown Ave, Dublin 9, Whitehall, Dublin 9"
€850 monthly,"Available Now - Single and double rooms for female

new fully furnished bedrooms with deluxe hotel beds, large wardrobe, full sized mirror, bedside locker with lamp, chest of drawers, office desk, chair and satellite flat screen tv
...","Santry, Dublin 9"
€700 monthly,"Available 21st August - Map location for the house:
eircode d18v5r3 


the lovely bright and spacious single bedrooms available in a 4 bedroom house to rent from 21st august for 6 month or longer. You will be sharing the house with 3 easy g...","Leapordstown Shopping Center (2 Mins), Leopardstown, Dublin 18"
€990 monthly,"Available 21st September - Single room available in blackthorn hall apartments, sandyford. The apartment itself is spacious and there is 2 other people living in it at the moment. You will have your own bathroom & shared with guests, if there is a...","15 Blackthorn Hall, Sandyford, Dublin 18"
€600 monthly,"Available Now - One single room available in 3 bed house in glasnevin-griffith avenue with large living area and garden. We are family with 2 school children. Shared bathroom. Nice quite area. 10 minnutes walk to dcu, botanic garden clo...","Griffith Avenue, Dublin 11, Dublin 11"
€180 weekly,"Available 26th August - One double bedroom annex adjacent to rathfarnham village and 3 minute walk to buses in and out of town (16, s6, 15b, 74) plus close to numerous parks, shops, pubs, restaurants and shopping centres. Accommodation consists...","Fairways, Rathfarnham, Dublin 14, Dublin 14"
€450 monthly,"Available 9th September - The house is quite large with a spacious kitchen. Very close to the shopping center blanchardstown, lidl, polonaise, post office, surrounded by millennium park, hartstown park, good connection with buses.","58 Fortlawn Park Northside Dublin 15, Blanchardstown, Dublin 15"
€190 weekly,Available 16th September - Room only. Sunday evening to friday lunchtime only. Bills included in price. Shared bathroom with other tenant. Property is 6 min walk from main dublin bus corridor to / from city centre. 15 mins into o'connell st. Aldi ...,"Old Lucan Road, Palmerstown, Dublin 20"
€650 monthly,Available 1st September - A spacious room with a double bedroom with in a three bedroom apartment in fairview dublin 3. On the 123 bus line and close to the city centre. Sharing with one male and one female.,"Apartment 17, Block B3, Richmond Gardens, Richmond, Drumcondra, Dublin 3"
€880 monthly,"Available 26th August - House share for a group of 7 students very close to the clonskeagh gate of ucd. Beside shops/ pharmacy. Freshly decorated. Each room contains bed, bedside table, lamp, desk, chair, desk lamp, wardrobe. Gas central heatin...","2 Roebuck Road, Dublin 14, Goatstown, Dublin 14"
€650 monthly,"Available 25th August - Available for 6 months  , minimum stay one month available. Nice room available to share with a friendly  student in a clean  apartment. 20 minutes walking distance to city center. Bus stops 1 minute walking distance. 3 ...","Terenure Road North, Dublin 6w, Terenure, Dublin 6w"
€180 weekly,"Available 31st August - 5 day let. Sunday evening - friday afternoon. Flexible lease, long or short duration. 7 minutes from saltilll and monkstown dart station. 5 minute walk to multiple bus routes. Handy for work, city centre or colleges - ia...","Pakenham Apartments, Sloperton, Dun Laoghaire, Co. Dublin, Monkstown, Co. Dublin"
€250 weekly,Available 1st September - It is a semi-detached house in a nice cul-de-sac area in finglas. The house is located in a good area for someone that travels to the city centre with the bus stop being right outside the estate. Bus 40 runs to city cent...,"23 Hazelcroft Park, Dublin 11, Finglas, Dublin 11"
€800 monthly,"Available 1st September - Single room in newly renovated house. Very close to fatima stop on red luas line. Around the corner from lidl, cork street. Lots of buses to trinity, city centre, takes 30 mins. 25 minute walk to stephen's green. Sharing...","Loreto Road,dublin 8, The Coombe, Dublin 8"
€600 monthly,"Available 1st September - Single room available, circa 3x3m, with single bed, on a quiet cul-de-sac off the whitworth road. The house has only one bathroom/toilet. We are three males aged 38, 40, and 48.","Whitworth Road, Dublin 9, Drumcondra, Dublin 9"
€150 weekly,"Available 22nd August - Family home
room only available sunday - friday only
all bills included (electric, gas, internet, rubbish) 
on street parking
8 mins walk to dundrum luas stop
22 mins walk to ucd
bright single room in quiet house. Bathro...","Mount Carmel Road, Goatstown, Dublin 14"
€200 weekly,"Available Now - Room to rent in a quiet road in foxrock. Option of a single room for 200/week or double room for 225/week. All utilities included. Within walking distance to deansgrange and n11
please phone 086 081 0212 and not the numb...","Foxrock Crescent, Foxrock, Dublin 18"
"€1,050 monthly",Available 28th August - Nice. Clean house to share with other 2 guys in 5 bed rooms house,"4 Parkside Court, Dublin 13, Donaghmede, Dublin 13"
€850 monthly,"Available 26th September - Quiet residential home. Near beamont hospital, 10 minute to bus stop, for airport and dublin city centre. Clean , warm property with bed room 2 bathroom and a private living/ tv room see photo. Myself, my husband and adu...","2 Ardmore Close, Beaumont, Dublin 5"
€600 monthly,"Available Now - Nice, bright, renewed room available. Single bedroom on the second floor. Bills are included in the price. 3 min from shankill dart station and 7-10 min to the bus station. Shop beside the house and 10 min to shankill vi...","2 Rathsallagh Avenue, Shankill, Dublin 18"
