prices,available,address
€200 weekly,"Available Now - Dublin host families are proud to offer 2 bedrooms in this stunning semi detached property located only 9 kilometres from dublin city centre. Ideally situated close to city west campus & grange castle business campus, co...","Newlands Manor Green, Clondalkin, Dublin 22"
"€1,235 monthly","Available Now - One double room ensuite available

this wonderful two-story property has a double room available, as well as four private single bathrooms, one single room, a double bedroom, and a cosy, well-lit living room to relax in ...","Shanard Road, Dublin 9, Whitehall, Dublin 9"
€900 monthly,"Available Now - The spacious double bedroom is fully furnished and features a new double bed with integrated storage, double wardrobes, bedside lockers and a 40"" smart tv with electrial fire built in there is a two shared bathroom oppos...","Blakestown ,dublin 15, Clonsilla, Dublin 15"
€125 weekly,"Available Now - Please send me a text message to arrange a visit (whatsapp) +353 87 478 5645
1 double/twin bedroom €125 per person  per week or you can stay single in the room for €175 per week

1 double/twin  bedroom for two ...","Barn Close, Shanganagh Road, Shankill, Dublin 18"
€125 weekly,"Available Now - There are two bedrooms, each room will have a maximum of 3 people. 2 places available for girls in a shared room with suite, 125 per week per person. 2 places available for boys in a shared room, 125 per week per person....","The Academy, Park West Pointe, Yeats, Perrystown, Dublin 12"
€850 monthly,"Available Now - The house is close proximity to the square & city west business campus, city west shopping centre, and lidl two minutes' walk. Bus transport & luas close by. Car parking & underground remote control car parking is availa...","27 Carrigmore Green, Saggart, Co. Dublin"
"€1,000 monthly",Available Now - Very nice double room with own bathroom in very quiet apartment with access to balcony. Only non-smokers non vapers need apply. Will suit person who appreciates a quiet and warm living environment. 1000 plus bills. Avail...,"Banrty Square, Waterville, Blanchardstown, Dublin 15"
€750 monthly,"Available Now - ***please do not call only whatsapp or text***
-€750 (including bills) for ensuite double room with private shower and toilet. Property in nice, quiet, residential area in kingswood, tallaght. 10mins walk from the l...","Tynan Hall Avenue, Kingswood, Tallaght, Dublin 24, Ballymount, Dublin 12"
€800 monthly,Available Now - 1 bedroom self contained mews house fully renovated. (not sharing your its your own detached mews ). 1600 per month deposit 1600. Wifi and bins included in rent. Suit max 3 people. 15 mins city center. Own garden. Wifi a...,"30 Glasilawn Road, Dublin 11, Drumcondra, Dublin 3"
€950 monthly,"Available Now - Spacious double room located in a detached house in a lovely quiet area. 5 mins walk  to st annes park a short walk to the sea front and beach, proximity to dublin city centre with bus stop close by. Walking distance to ...","Seafield Road Area, Clontarf, Dublin 3"
€700 monthly,"Available Now - Ensuite rooms in a spacious apartment ,
perfectly designed for modern living, this spacious property is ideal for anyone looking for a vibrant communal living experience. Modern shared spaces: enjoy the luxury of contemp...","Boyne Street, Dublin 2, Dublin 2"
"€1,100 monthly",Available Now - Stunning large double room in designer fitted out modern house - with its own dedicated bathroom - recently refurbished. All new furniture and leather couches hardwood floors throughout. Very modern quite house with all ...,"5 Wilfrid Terrace, Dublin 6w, Harold's Cross, Dublin 6w"
€650 monthly,Available Now - 5 bedroom house in castlrknock dublin 15 not overlooked very quiet area. Bus/ train nearby i also have 2 single bedrooms available,"27 Woodberry, Castleknock, Dublin 15, Carpenterstown, Dublin 15"
"€1,251 monthly","Available 16th September - Available for move-in asap:

double room including private bathroom for rent. The common areas include:

1. Large kitchen space
2. Living area
3. Dining space
4. Utility room for storage with washer/dryer
(note, common a...","Mount Argus Mill Apartments D6w, Harold's Cross, Dublin 6w"
€900 monthly,Available 1st September - One double room is available in a furnished 3-bedroom house in drumcondra with move in date beginning of september. Flexible on length of stay (short/medium term preferred). Unable to accept couples. Ideally working from...,"Richmond Road,dublin 3, Drumcondra, Dublin 3"
€800 monthly,"Available Now - We are looking for a person in a sharing cozy house,very near to city center(10 min walking) ,dart station,and bus station very close,and a24h gym,arround the coner. It is big room with double bed,sharing with very nice ...","5 Ossory Road, North Strand, Dublin 3"
"€1,200 monthly","Available 26th August - Please read before applying for this room: available from 26/8/24. Bright, comfortable ensuite room for 1xperson with desk area just minutes walk to dcu and close to several buses to city centre, docklands and airport. R...","Albert College Avenue, Whitehall, Dublin 9"
€920 monthly,"Available Now - A lovely relaxed home newly decorated to a high standard with and abundance of storage space. Price covers all domestic bills - wifi, bins, gas and electricity. Rent can be paid weekly, fortnightly or monthly which ever ...","Ensuite, Internet & All Bills Included-russell Square, Dublin 24, Dublin 24"
€850 monthly,"Available 31st August - Looking for female to share with in two bedroom house. Shared bathroom. Great location, situated in a picturesque estate, within 5 minutes walk to james's luas stop. Bus routes are the 13, g1 and g2 that bring you into t...","Kilmainham, Kilmainham, Dublin 8"
€999 monthly,"Available Now - Room available. This house is approximately 9 kms from city centre. Its located in dublin 16 in a very quiet and peaceful neighbourhood. Non smokers 
clean and tidy folks only
note - price excludes internet, gas and el...","10 Airpark Close, Rathfarnham, Dublin 16, Rathfarnham, Dublin 16"
