prices,available,address
€720 monthly,"Available Now - Room for rent in clondalkin, close to grange castle business park. Available from the month of august. Double room for €720 per month (bills additional). Sharing with owner, irish, female, teacher in her late 30s. H...","Grange View Place, Grange View Road, Dublin 22, Grange Castle, Co. Dublin"
€850 monthly,"Available Now - Large double room in shared house. Shared bathroom and kitchen, back garden. Quiet area, close to buses, tescos, lidl, leixlip, celbridge, maynooth. Shared with owner, and little dog plus one other. All bills included. A...","Airlie Heights,lucan,co. Dublin, Lucan, Co. Dublin"
€850 monthly,"Available 5th October - Excellent spacious double room with own bathroom. Must view! utilities extra. The apartment is in a great location - just off the m50 and within walking distance to charlestown shopping centre and also near to spar, lidl...","Melville Way, Cityside, Finglas, Dublin 11"
"€1,000 monthly","Available 1st September - It is a bright and clean double room with a very comfortable mattress, a bedside table, a lamp, a desk, a cupboard, a large fitted wardrobe with plenty of storage, and a private fridge with a small freezer. The private e...","Newcastle, Co. Dublin, Baldonnell, Dublin 22"
€799 monthly,"Available 1st September - Please provide details at the start of your enquiry as follows so i can filter out automated enquiries a) age, b) gender, c) background, where did you study /train etc d) work/studies as relevant e) yes/no did you read t...","100 eglington road, Dublin 4"
€850 monthly,Available 25th August - Bedroom for one male. Sharing with a 59 yo irish  male.,"Ben Edair Road, Dublin 7, Arbour Hill, Dublin 7"
"€1,250 monthly","Available Now - First floor double room to rent in modern house, excellent quiet location within easy distance of the city centre. Shared bathroom with one other person. Please text adam for a viewing 086 845 1946","19 Garville Lane, Rathgar, Dublin 6, Dublin 6"
€850 monthly,"Available Now - -modern house in clay farm
-spacious, furnished, double bedroom in a modern three storey house. -few minutes walk to leopardstown valley luas stop and leopardstown shopping centre. -two living rooms, large bathroom shari...","Ballyogan Road, Leopardstown, Dublin 18"
€750 monthly,"Available Now - 1 double room to rent in a down to earth, lovely 4 bed house, in kinsealy / swords
close to all amenities, bus into swords / town runs from outside

1500e needed to move in
(1 month deposit and 1 month rent )


bills not...","Drynam Green, Kinsealy, Co. Dublin"
€750 monthly,"Available 11th September - Hi, i have 1 double room for rent  for a minimum of 6 months. It is available from 11th september for 1 female. The house is shared with 1 other female and it is  kept fresh, clean and tidy. It is not  a party house. Hou...","Beechpark Court, Coolock Village, Coolock, Dublin 5"
€950 monthly,"Available Now - Double room available in inchicore dublin 8, looking for 1 male only , non party and smoking and clean tidy easy going person. No guest allowed to stay overnight. Rent is 950e, including wi-fi and bin. Gas and electricit...","99 Jamestown Road, Dublin 8, Inchicore, Dublin 8"
"€1,300 monthly","Available 14th September - Looking for a person to join in sharing a specious 2 bedroom, 2 bathroom apartment on a permanent basis available soon in grand canal docks. The location is ideal for individuals, city center or grand canal docks. It is ...","Forbes Quay Apartments, Grand Canal Docks, Dublin 2, Grand Canal Dock, Dublin 2"
"€1,100 monthly","Available Now - A newly built & spacious ensuite in a modernised environment in the heart of adamstown. A designated laundry room, spacious kitchen with dinning area. Designated to support residents lifestyle with modern finishes, open ...","Aderrig Glen, Adamstown, Lucan, Co. Dublin, Adamstown, Co. Dublin"
€750 monthly,"Available 1st October - Double room 750

 available in quiet and safe area,  
located 1 min walk from the bus stop where buses are: 1 and 104. Also 5 min walk from buses: 4, 13, 42d, 155, 220, 220a, 220t. 5 minutes drive to the m50. City centre...","139 Shanliss Road, Santry, Dublin 9"
"€1,200 monthly","Available 22nd August - This stunning bedroim is located on the highly sought-after mount merrion avenue in blackrock, co dublin (close to ucd campus, ucd smurfit, dart station, public transport, services and facilities). I'm looking a flatmate...","The Elms, Mount Merrion Avenue, Blackrock, Co. Dub, Stillorgan, Co. Dublin"
"€1,180 monthly","Available Now - Shared house on russell crescent with a university graduate student. The house includes all standard facilities: furnished rooms, fully equipped kitchen, shared living area, and bathrooms. Well connected with bus routes ...","Russell Crescent, Russell Square, Dublin24, Jobstown, Dublin 24"
"€1,500 monthly","Available 31st August - Master bedroom for rent in donnybrook. 6 bedroom, 3 bathroom, large georgian house with a large garden on morehampton road - right in the heart of south dublin. Excellent transport connections: stephen's green/grafton st...","18 Morehampton Road, Dublin 4, Donnybrook, Dublin 4"
"€1,200 monthly",Available Now - A delightful room is available for rent in an owner occupied house. The house is located in a convenient and quiet estate off magenta crescent. Enjoy the convenience of access to amenities including omni shopping center ...,"Burnside, Santry, Whitehall, Dublin 9"
€180 weekly,Available Now - Dublin host families are proud to offer a large double bedroom in this stunning semi detached property located only 9 kilometres from dublin city centre. Ideally situated close to tu dublin (tallaght) / tallaght hospital...,"Belgard Heights, Tallaght, Dublin 24"
€160 weekly,"Available Now - Dublin host families are proud to offer a single and double bedroom in this lovely semi detached property located only 10 kilometres from dublin city centre. Ideally located close to liffey valley shopping centre, and on...","Liffey Grove, Liffey Valley Park, Lucan, Co. Dublin"
