prices,available,address
€900 monthly,Available 24th August - Double room available immediately in a private gated apartment complex. Modern duplex apartment all mod cons shared with two female professionals in their 30s. Car parking space included. Convenient location with bus sto...,"Everton House, Ballyboden Road, Rathfarnham, Dubli, Willbrook, Dublin 16"
€775 monthly,"Available Now - Clonsilla, dublin 15
two double size rooms available for female only, no sharing. Lovely homely, friendly but at the same time quiet house, in portersgate, clonsilla, dublin 15. (please see photos). Portersgate is a nice...","Portersgate, Clonsilla,dublin 15, Clonsilla, Dublin 15"
"€1,000 monthly","Available 27th August - Double bedroom with own ensuite bathroom and balcony for rent. Close to bus stop, shops and bendunne gym. Looking for quiet clean person, either female or male. You would share appartment with a male. Deposit equal to on...","Heywood Court, Northwood, Dublin 9"
€650 monthly,Available 24th August - Seomra dúbailte príobháideach i dteach leathscoite sa sórd i mbÁc. Fear amháin ina chónaí ann - múinteoir agus úinéir an tí. A private double bedroom with a shared bathroom with one other in a semi-detached house in swor...,"21 Brackenstown Village, Swords, Co. Dublin, Swords, Co. Dublin"
€950 monthly,"Available Now - Large spacious double room with built in wardrobes, located in ballycullen. Room boasts a brand new double bed with new mattress and side lockers. The house was built three years ago and is a2 energy rated. There is cons...","22 Dodderbrook Way, Dublin 24, Bohernabreena, Co. Dublin"
€615 monthly,"Available 23rd September - A modern, clean, and spacious end of terrace - recently fully renovated (new insulated walls, laminate floor, appliances, and furniture). The double bedroom faces the rear garden and you will have access to a large bathr...","Casement Park, Finglas West, Dublin 11, Dublin 11"
"€1,050 monthly","Available 5th October - Rent includes all bills, wifi, linens and towels

large, bright en-suite in family home, available from saturday 5th october. Use of kitchen, own fridge and cupboard space provided with access to other common areas. New ...","Castlemoyne, Dublin 13, Dublin 13"
€200 weekly,"Available 21st September - Quite tree lined street, close to dcu and bus service to the city and airport. Fitted kitchen and bathroom with shower. Non smoker, for 6 months only. This is a large room with double bed, fitted wardrobes, for one occup...","Gaeltacht Park, Whitehall, Dublin 9"
€900 monthly,Available 1st September - King size room with en-suite bathroom for sharing in a beautiful in a safe and quiet location. This wonderfully bright and surprisingly spacious room is freshly painted with its own exit on the green sorrounded terrace. ...,"Sandyford View,blackglen Road,dublin 18, Sandyford, Dublin 18"
€934 monthly,"Available 1st October - Rent €934 (excluding bills)
deposit €900
sharing apartment with one other female. Large double room available in a 2 bed, spacious, clean apartment. Apartment complex is quiet, scenic and well-connected to all ...","Seamount Apartments, Booterstown, Co. Dublin"
"€1,000 monthly","Available 18th September - We have a spacious double bedroom available in our house in kimmage (close to harolds cross). **key features:**
- private bathroom
- maximum of four people in the house in total
- located in a gated community
- parking s...","Double Room + Private Bathroom Near Harold's Cross , Kimmage, Dublin 12, Kimmage, Dublin 12"
€670 monthly,"Available 26th August - Available from 26/08 only. Seeking to share a spacious 4 bedroom detached fully furnished house in a quiet, secure and well renown neighbourhood, with four others. Front and back garden, available bbq. Large double bed r...","Ard Na Mara,malahide,co. Dublin, Malahide, Co. Dublin"
"€2,500 monthly","Available 30th September - ***please read***

**entire full property to rent 2 bedrooms 3 bathrooms ** 

home owner me will keep 3rd single room for when in dublin twice a year for a weekend. Otherwise tenant can use it home office or spare room. ...","Lanesborough, Charlestown, Dublin 11, Poppintree, Dublin 11"
€775 monthly,"Available Now - Clonsilla, dublin 15
two double size rooms available 
for female only, per bedroom. Long term house-share only. 775 euro per month. Utilities included. Lovely homely, friendly but at the same time quiet house, in porte...","Portersgate, Clonsilla,dublin 15, Clonsilla, Dublin 15"
"€1,009 monthly","Available 1st September - Spacious double room with private bathroom available. A spacious double room with its own private bathroom is available in a clean and comfortable apartment. Apartment details:

room: large double room with a private bat...","Dundrum View, Dundrum, Dublin 14, Dundrum, Dublin 14"
€845 monthly,"Available 1st September - Lovely double bedroom in a two story apartment with a private balcony in a great location free from september 1st. Located in heuston south quarter, right beside heuston station and a 30 minute walk to temple bar. Easy a...","The Dargan Building, Heuston South Quarter, St Joh, Dublin 8"
"€1,450 monthly","Available 2nd September - Looking for a flatmate to share a stunning 2-bedroom, 2-bathroom apartment in dun laoghaire. This modern, well-furnished apartment boasts a beautiful sea view overlooking dun laoghaire harbour. Your private room is ensui...","Bentley Villas, Dun Laoghaire, Co. Dublin, Monkstown, Co. Dublin"
"€1,100 monthly","Available Now - Stunning double bedroom with en-suite available now in carrington northwood santry dublin 9. You will be sharing  friendly professional  in 30's, looking for nice housemate :) 

there is plenty of local amenities such as...","Carrington Northwood, Santry, Dublin 9"
€800 monthly,"Available Now - Special offer temporary price 
double bedroom vacancy  in inchicore
devoy rd, dublin 8
rent is 800 euro monthly. Three months reduced price rent offer
double bedroom available immediately entrance. Half deposit only - 40...","Devoy Rd, Inchicore, Inchicore, Dublin 8"
"€1,250 monthly","Available 1st September - King-size room available in a 2-bedroom apartment in the heart of dundrum, dublin 14, with en-suite bathroom and a triple door wardrobe. We are an easy going couple, originally from galway who both work full time. Includ...","Green Acre Grange, Dundrum, Dundrum, Dublin 14"
