prices,available,address
€950 monthly,"Available 15th September - Double bedroom for 6 months with possible extension

there's a room in a 3-bed, 2-bath house. - looking for a female tenant for 6 months  with possible extension
- portmarnock
- start: september 15th
rent: 950 euro per m...","The Avenue,saint Marnock's Bay,portmarnock,co. Dublin, Portmarnock, Co. Dublin"
"€1,136 monthly",Available 30th September - Double bedroom available to rent in a two bedroom house in donnybrook manor. Sharing the house with one female in her late twenties. The house is 30 minute walk to the city centre and bus stops within a 10 minute walk. I...,"46 Donnybrook Manor, Dublin 4, Donnybrook, Dublin 4"
€700 monthly,"Available 1st September - Two rooms for rent sunday pm- friday am

accommodation in spacious family home. We are a relaxed and warm family of working parents, two children and a friendly dog. The dog is hypo-allergenic (non-shed) and sleeps downs...","Landscape Road, Churchtown, Dublin 14"
€750 monthly,"Available 1st September - Great location situated on macken street, close to the city center and transport facilities. 3 bed house currently occupied by working professionals. The room is available from the 1st september and looking for someone t...","30 Macken Street, Dublin 2, Grand Canal Dock, Dublin 2"
€750 monthly,Available Now - Large double room available in spacious and quiet apartment. Excellent location. City centre 25 minutes walk away. Drumcondra train station 10 minutes walk. Luas 20 minutes. Local tesco 15 minutes and both lidl & aldi  2...,"Distillery Road, Drumcondra, Dublin 3"
€640 monthly,"Available Now - Double room to rent, sharing house with a professional couple in their early 30s. Very central location beside the mater hospital, temple street children's hospital and the rotunda hospital on a quiet residential street....","St Joseph's Place, Phibsborough, Dublin 7, North Circular Road, Dublin 7"
€850 monthly,"Available Now - One double room available with large built in wardrobes, sky tv, fast broadband, main bathroom for your exclusive use. Sharing with a professional guy late 40s, 
( also available monday to friday at a reduced rate if pr...","Woodstown, Knocklyon, Dublin 16"
"€1,250 monthly","Available Now - Double ensuite room to rent in cabra, dublin 7 area, rathoath rd. €1250 p/m not including bills. House shared with 3 others (guys, early 30's). 38, 39 and 122 buses all less than 5 mins waking distance from house. P...","54 Pine Hurst, Dublin 7, Navan Road (D7), Dublin 7"
"€1,200 monthly","Available Now - Sharing double rooms are available for rent in blanchardstown, dublin 15

sharing double room: rent start from €1200 or €650 each person 

including all utilities. 2 car park spaces are available but not includ...","Parkview, Verdemont, Dublin 15, Clonsilla, Dublin 15"
€800 monthly,"Available Now - 3 bedroom house in nice quiet residential area close to shops and bus stops. Corkagh park, shopping center and health center all within 10 min walk. *no smoking
 *no work from home. The potential tenant will share a 3-be...","Willow Drive,dublin 22, Clondalkin, Dublin 22"
"€1,200 monthly","Available 29th October - The house has 4 bedrooms and and has been newly renovated and furnished. All mod cons

we are seeking a kind, reliable, responsible, and tidy person who likes sharing with others. -en-suite large bedroom
-super king bed
...","Holywell, Swords, Co. Dublin, Kinsealy, Co. Dublin"
€375 weekly,Available 1st September - This excellent 5th floor apartment was furnished with high standards. Sharing with a female phd student from ucd. It has a breathtaking view of both dublin mountain and dublin bay. A master bedroom with an en-suite is no...,"Beechwood Court, Stillorgan, Co. Dublin"
€950 monthly,"Available 11th September - Large 3 bedroom duplex apartment 105sqm. Large double room available, large window. Wooden floors, freshly painted. Main us of main bathroom downstairs with electric shower. Large seating room and dinning room, kitchen o...","Woodbrook Court, Carpenterstown, Dublin 15"
"€1,136 monthly","Available 1st September - I am looking to share this apartment based in the lovely neighbourhood of dun laoghaire, great location and close to public transportation for direct access to the city centre (bus and dart) and just walking distance fro...","Cualanor, Dun Laoghaire, Glenageary, Co. Dublin"
€884 monthly,"Available 1st September - Large double room available from september 1st to share apartment with one female tenant in early thirties. One shared bathroom, includes open plan kitchen and living area. Walking distance to sandymount village, sandymo...","Apartment 6 , Oisn Court, 57 Claremont Road, Dubli, Sandymount, Dublin 4"
€900 monthly,"Available 8th September - Recently renovated stylish five-bedroom house. Centrally located in the city centre. The house comprises five double bedrooms, a modern kitchen, living room and private patio area. There are a wide variety of amenities c...","Earl Street South Dublin 8, The Coombe, Dublin 8"
€800 monthly,"Available 10th September - Spacious en suite bedroom 3 bedroom, 3 bathroom house in a family home. Address: ravenswood crescent, clonsilla, dublin15. Available from 10th of september or a bit later for the right person. Will suit a friendly, tidy ...","Big En-suite Master Bedroom, Ravenswood Crescent, Clonsilla, Dublin 15, Clonsilla, Dublin 15"
€275 weekly,"Available 8th September - Two double rooms will be available in a large four bedroom home. Sharing with an owner occupier couple who travel often. Situated 15 min walk to clongriffin dart station (1. 5 km), 8 min walk to dublin bus stop (#15, 24h...","Parkside Crescent, Dublin 13, Clongriffin, Dublin 13"
€850 monthly,"Available 10th September - The house: 
-	clean, bright and spacious double room with shared bathroom available in a 3-bedroom house. -	the house is owner occupied. The owner is a young irish professional in his 30s. This is not a party house so pl...","Royal Oak, Dublin 9, Dublin 9"
€750 monthly,"Available 10th September - New built house is available to share for 3-6 months. There are   1 room availabe  1 double 

close by groceries stores - aldi, lidl, tesco, and coffee shops. 8min walk to bus stops that connect - city center, maynooth, ...","Hallwell, Lucan, Co. Dublin"
