prices,available,address
€850 monthly,"Available Now - Master bedroom available for rent, €850 per month inclusive of rent and bills. House is located in coolock, in north dublin. Only a fifteen minute walk to northside shopping centre, and a forty minute commute on the...","Glin Drive, Dublin 17, Clonshaugh, Dublin 17"
€750 monthly,"Available 1st September - Monday- friday only

house share -  1  bedroom available, large double room  within a quiet and safe development in blackrock. All bills included (gas, esb, cable tv, 100mb broadband, bins & tv licence) room is to shar...","Waltham Terrace, Blackrock, Co. Dublin"
€650 monthly,Available 1st September - Available from sunday to friday only. 2 double rooms to let a quiet estate in dundrum area  owner occupied. Self catering basis. The house is furnished to a high standard with internet and all mod cons. Close to luas and...,"Dundrum, Dublin 16, Ballinteer, Dublin 16"
€900 monthly,"Available Now - Permanent accommodation available. For  preferabley a female , (full time working, neat&clean and vegetarian only). Rent- 900 (includes wifi, maintenance, security, bins) excludes electricity. Large double bed room with ...","Aderrig, Adamstown, Lucan, Co. Dublin., Adamstown, Co. Dublin"
€900 monthly,Available Now - Large double bedroom for rent in quiet cul-de-sac and only a 4 minute walk to clondalkin village. House is recently renovated to b2 rating. House is owner occupied. Sharing with professional couple. House in walking dist...,"Floraville Lawn,dublin 22, Clondalkin, Dublin 22"
"€1,085 monthly","Available 10th September - ***also offering cheaper rent to a student who is looking for accommodation monday - friday only***


penthouse apartment in the heart of smithfield, featuring a spacious living area and kitchen, plus balconies on both s...","Block A,smithfield Market,smithfield,dublin 7, Smithfield, Dublin 7"
€950 monthly,"Available 30th August - Very large double bedroom with its own ensuite bathroom in fabulous period style georgian house on c1/2 acre gardens. Entrance hall, kitchen / living / dining room, seperate utility room, large bathroom with jacuzzi bath...","West Dublin, Baldonnell, Dublin 22"
€675 monthly,"Available 2nd September - Student accommodation available on a 5 night basis (sunday night to friday morning). Bright spacious double room with study desk & high speed broadband 
situated off collins avenue, less than 5 mins walk to dcu. Easy acc...","Shanowen Avenue, Santry, Dublin 9"
€250 weekly,Available 28th September - Double bed attic conversion with toilet also sofa and desk. Also private shower and toilet on lower level for use for person renting only. Bus stop 2 mins from house train 5 minutes to city center also bus to blanchardst...,"Ashington Avenue, Dublin 7, Ashington, Dublin 7"
€700 monthly,"Available Now - Double room in clondalkin for rent. All mod con appliances toaster, microwave, airfryer, coffee maker, slowcooker etc... Shared bathroom 700 per mth & 1 month deposit upfront, bus stops outside the door the no. 13 & no. ...","60 Ashwood Road, Clondalkin D22, Clondalkin, Dublin 22"
"€1,200 monthly","Available Now - Ensuite master bedroom available  to rent in allendale grove, dublin 15. Full use of the kitchen facilities/dining area and living room. The room available is large south facing room. King size bed with a deep president ...","Allendale Grove, Clonsilla, Dublin 15"
"€1,000 monthly","Available 1st September - 5 minutes walk to luas square, tallaght. 5 minutes walk to tallaght hospital and 3 minutes walk to luas hospital or cookstown stop.","Birchwood Drive, Dublin 24, Dublin 24"
€825 monthly,Available 1st September - Double-bedroom available to rent in my house located between terenure/ rathfarnham village adjacent to bushy park. On-street car parking. Excellent public transport links 15b/16 to city centre or 74/75 to ucd/ sandyford ...,"Brookvale Downs, Rathfarnham, Dublin 14"
"€1,180 monthly","Available 21st September - By the clonsilla station on the train line maynooth- connolly, with 18-25 min travel time to the city centre, with 3-5 minute walk to the 39, and 39a bus stops, 15 min by bus to the blanchardstown shopping centre, 25 min...","69 Windermere, Clonsilla, Dublin 15, Clonsilla, Dublin 15"
"€1,163 monthly","Available 1st September - Permanent long-term accommodation in a room available in two oaks, knocklyon, #d16 
available from 01st september 2024. About the room:
a spacious double bedroom (en-suite) in a furnished 2bed-2bath apartment (a2 rated) ...","Apartment 58 , Kilakee, The Crescent, Two Oaks, Du, Knocklyon, Dublin 16"
€720 monthly,"Available Now - Double room in a clean 3 bedroom house. It is located in a nice, quiet and safe neighborhood. 37 bus stop is 1 minute walk and train station (maynooth line, coolmine station) is a 10 min walk. Blanchardstown shopping cen...","Woodbrook Square, Carpenterstown, Dublin 15"
"€1,100 monthly","Available Now - 1 double room available with ensuite 

a modern, fully furnished 2 bedroom apartment 
bus stop directly outside the complex  bus 31 / 32 to city centre in 20min. Train station 10min walk to raheny village. The bills a...","18 Shieling Square Howth Road Raheny D05wk50, Donaghmede, Dublin 13"
"€1,385 monthly",Available 20th November - Double room/ own bathroom sharing with quiet final year medical student. Must be non-smoker. Very conveniently located off the  high street and adjacent to bus/ dart services (every 15 mins) into city centre (30 mins jou...,"Harbour Court Dun Laoghaire, Dun Laoghaire, Co. Dublin"
€750 monthly,"Available Now - Large double room with high ceilings, lots of light. Shared house with 3 other people. Georgian 3 story house, two bathrooms, large kitchen and sitting room, south facing sun room and small back garden. Overlooking the r...","Charleville Mall, North Strand, Dublin 1"
"€1,590 monthly",Available 1st September - Beautiful large apartment to share - all mod cons available - room is ensuite - apartment is in the heart of grand canal dock. One other person only lives here and the price is inc  cleaning once a week. Reduced to &euro...,"Apartment 27, Block 3, Grand Canal Square Residenc, Grand Canal Dock, Dublin 2"
