prices,available,address
€850 monthly,"Available Now - Double en-suite room in a 3-bedroom house. Located in a quiet cul-de-sac in the pretty village of lusk, the house is easily accessible by public transport links to the airport, and dublin city. The seaside towns of skerr...","Colman Crescent Lusk Village, Lusk, Co. Dublin"
€850 monthly,"Available Now - In 3 bedroom house, double bedroom for rent for a person. Room available from now and for 1 year plus. House is located in oldbawn, tallaght. Very quet, nice area. In a walking distance tallaght shopping centre, local bu...","Glean Na Smol, Oldbawn, Dublin 24"
"€1,200 monthly","Available 1st October - Available: 1 october 2024 for 6 month sublet with possibility of extension

bedroom with private bathroom (main bathroom is yours. The other room is ensuite) to rent in top floor apartment with private roof garden. There...","The Moorings,fitzwilliam Quay,dublin 4, Irishtown, Dublin 4"
"€1,020 monthly","Available 1st September - Hey, the complex is quiet and secure in a great location with heuston station, the luas, dublin bus, dublin bike, shops, cafes, pubs, restaurants, parks and a gym all a short walk away. You'll be sharing with a male, mid...","Kilmainham Square(The Old Chocolate Factory), Dublin 8"
€900 monthly,"Available 24th August - Hey there,


double room in rathmines sharing with 2 others €900 per month. 1 month deposit required. We are looking for chilled, friendly, clean person to take this spacious room in our lovely house! 

you would be...","64 Charleville Close, Rathmines, Dublin 6"
"€1,250 monthly","Available Now - The suite:
the accommodation comprises of a large bedroom with a small double bed and workspace overlooking the back garden. Ample wardrobe/storage closet space, en-suite with shower. There is also a fridge and cupboard ...","Abbey Road, Monkstown, Blackrock, Co. Dublin, Monkstown, Co. Dublin"
€800 monthly,"Available Now - Female only
sharing with  females age 26 year old irish professionals

1double bedroom available  
2 bathrooms, kitchen and living area. Back garden. Buses 16, n4 take about 15 minutes for you to get to the city centre, ...","Collins Avenue, Dublin 9, Drumcondra, Dublin 9"
€600 monthly,"Available Now - The beach house, 

cosy, bright double bedroom. We are looking for an easy going, clean and responsible person to share this lovely house - if you feel like that's for you, keep reading :)


house has a very spacious kit...","Six Cross Lane, Rush, Co. Dublin"
"€1,000 monthly","Available Now - Double room comprising double bed, wardrobe, chest of drawers and bedside locker. Bills are included in the rent. Adjacent dublin bus stop 83 route, short walk to stops for route 9 and 15a. On street parking. No pets and...","1 Park Crescent, Dublin 1"
"€1,000 monthly","Available 1st September - Double room for rent in liberty court, clanbrassil steet lower, dublin 8. Room is 1,000 euro a month, plus one month deposit. Unfortunately no pets allowed. Shared bills esb and virgin media. This is not a party apartmen...","Liberty Court, Clanbrassil Street Lower, Dublin 8, South Circular Road, Dublin 8"
€140 weekly,"Available Now - Great opportunity to acquire a double room in this warm cozy home only minutes walk from blanchardstown shopping centre, damastown business campus.. Dublin city centre is easily accessible thru dublin bus linking you to ...","Whitestown Avenue, Blanchardstown, Dublin 15"
€150 weekly,"Available 1st September - ***available sunday evening to friday afternoons only***

dublin host families are proud to offer a large extended bedroom (with own living area) in this stunning semi detached dormer bungalow style property located only...","Alpine Rise, Belgard, Tallaght, Dublin 24"
€190 weekly,Available Now - Dublin host families are proud to offer a large double bedroom with private bathroom in this fabulous showhouse condition property located only 14 kilometres from dublin city centre. Ideally located close to dublin airpo...,"The Elms, Ridgewood, Forest Road, Swords, Co. Dublin"
€800 monthly,"Available 22nd August - Double room in a two-bed apartment in ballycullen, shared bathroom. Owner occupied. Available end august until end of june 2025. Located in a quiet, secure neighbourhood. Plenty of parking. Only a 5-minute drive to the m...","69 Beechdale Court, Dublin 24, Bohernabreena, Co. Dublin"
"€1,050 monthly","Available 1st September - The property is a spacious 2 bedroom, 2 bathroom, ground floor apartment in a gated complex with landscaped gardens. It has a separate living room and kitchen. Double room and own bathroom is for 1 tenant only. Sharing w...","Killiney Towers, Glenageary, Co. Dublin"
€950 monthly,"Available Now - Newly built - first let - modern - spacious - photos - video

***********
term - 1 year minimum. ***********
house can be let as a whole or shared. ***********
all rooms are double with double beds. Rent (based on occupa...","The Blossoms, Adamstown, Lucan, Co. Dublin, Adamstown, Co. Dublin"
"€1,250 monthly","Available Now - Quiet property in a wonderful location just 5 minutes walk to the seafront of clontarf and a couple minutes walk from cafes, restaurants, shops and a supermarket. ~1 double room with ensuite. ~large living area and kitch...","Vernon Avenue,dublin 3, Clontarf, Dublin 3"
€800 monthly,"Available Now - Nice home with one male owner and 1 small dog living there. Shops, pharmacies,takeaways hairdressers and other amenities only 5/10 minutes walk away. Bus no. 9 bustop at the end of the road 1 minute walk. Other buses 15a...","Greenhills, Dublin 12., Walkinstown, Dublin 12"
"€1,200 monthly",Available 15th September - Beautiful top floor apartment above swords pavillion shopping centre. Large en suite room which is fully furnished as is whole apartment to a great standard as can be seen in the photos. Easy access to airport/dublin cit...,"Swords Central, Main Street, Swords, Co. Dublin, Swords, Co. Dublin"
"€1,250 monthly",Available Now - 1 double room available in a spacious apartment in the middle of grand canal dock. You'll have sole use of the main bathroom in the apartment (other tenant has en suite). Parking space available for additional cost if in...,"Apartment 85 , Block E, Hanover Dock, Dublin 2, Hanover Quay, Dublin 2"
