prices,available,address
€600 monthly,Available 1st September - (abbey rentels )  (student ) acomadation waterford city ferreybank  faceing tesco shopping centre. On  monthly basis  your own private. Doubleroom... Wi-fi. Sat tv. /bus stop at corner. /walking distince to town /. Parki...,"13 Abbeypark ., Ferrybank, Co. Waterford"
€150 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Shannon Drive, Kilcohan, Co. Waterford"
€110 weekly,"Available 5th October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Shanagarry, Grantstown, Co. Waterford"
€550 monthly,"Available 1st September - Student accommodation
female only 
located in a quiet cul de sac. Great central location. Within walking distance of colleges and city centre. 1 room with private bathroom. Single and double rooms available also
contact ...","Henry Street, Waterford, Waterford City Centre, Co. Waterford"
€100 weekly,"Available 1st September - *** s  e  t  u   and     s o l a s -  - 2  m i n s w a l k ***, ,fast wireless internet broadband, secure parking, electric showers, beautiful modern house. Students for short and long term courses welcome

please email ...","Lismore Park, Waterford City, Co. Waterford"
€160 weekly,Available 1st September - Double room available from september. 2km from town centre and 2 mins from the greenway. Bills included. References and deposit required. Please apply by text with a detailed self description to arrange a viewing.,"Clonea Rd. Abbeyside., Dungarvan, Co. Waterford"
€195 weekly,"Available 8th September - Property description 

excellent condition bright and modern well maintained apartment to rent 
located in the heart of waterford city!

within walking distance to all amenities! 
public transport, college, university ho...","John Street,waterford, Waterford City Centre, Co. Waterford"
€725 monthly,"Available Now - This property features five spacious rooms available for rent, each offering a unique blend of style and functionality. Comfortable bed, study desk, ample closet space, spacious wardrobe, bright and airy ambiance with co...","15 Briot Drive, Templars Hall, Kilbarry, Waterford City, Co. Waterford"
€450 monthly,"Available 25th August - Rent of 450 & 480 (2 rooms available) is monday to friday only and includes; wifi, tv licence and bins. **only bills are heating and electricity, these are dividend evenly between house occupants. Beautiful house in cent...","Kilcop Upper, Woodstown, Co. Waterford"
€550 monthly,Available Now - Double room with en suite available in detached house with shared kitchen/diner & living room. House is shared with three male professionals. Conveniently located adjacent to the waterford outer ring road with easy acces...,"Poplar Drive,carraig An Ard,six Cross Roads,waterford, Waterford City Centre, Co. Waterford"
€800 monthly,"Available Now - Beautiful modern home over looking the river suir, just 8 minutes drive to uhw, 15 minutes drive to waterford city, 10 minutes drive to passage east car ferry.","Cheekpoint/ Faitlegg, Waterford, Cheekpoint, Co. Waterford"
€275 weekly,"Available Now - Rooms to let in luxury house on its own peaceful secure private grounds, extensive gardens,  floodlit tennis court , ample parking,in kilotteran gracedieu area. In close proximity to waterford university, whitfield priva...","Kilotteran Gracedieu Waterford, Waterford City Centre, Co. Waterford"
€700 monthly,"Available 1st September - Bright double room with built in wardrobes in beautiful modern house, close to with all amenities. Bills are included, wifi, sky, refuse and gas/electricity. Private bathroom with bath/shower. Available from september. F...","Blackthorn Hills Ferrybank, Ferrybank, Co. Waterford"
€795 monthly,Available Now - Large double room available in beautiful house in the heart of waterford city. Brand new furniture and all modern appliances provided. It is close to waterford university and waterford hospital and well served by public ...,"179 Saint John's Park, Waterford, Waterford City Centre, Co. Waterford"
€560 monthly,"Available Now - Large bunglow, 2 large double rooms one with ensuite, large sitting room and kitchen. 10 mins from waterford city , 8 mins from uhw and 5 mins from dunmore east and woodstown. Must have a car. Will need 2 references  one...","Knockhouse, Woodstown, Co. Waterford"
"€1,200 monthly","Available Now - Luxurious private double bed room with walking wardrobe and toilet and shower with private entrance for to explore waterford river facing property with walking distance to green way and bus stop , kitchen amenities will ...","Ard Rua , Quarry Road , Gracedieu, Gracedieu, Co. Waterford"
€150 weekly,"Available Now - Student accommodation!
please read description fully

this property with a newly refurbished  double room offers perfect convenience in a popular and well-established area, all within easy reach of waterford city centre,...","Pine Mews, Waterford City Centre, Co. Waterford"
