prices,available,address
"€1,150 monthly","Available Now - Spacious double bedroom. Sharing with three friendly irish girls, working in healthcare and business areas. Not a party house. High standard of accommodation in an attractive, bright, well furnished, semi detached house ...","Tower Avenue, Rathgar, Dublin 6"
€950 monthly,"Available 28th September - Blanchardstown, ongar, dublin 15

available from 28th of september 

available for 3 months with possibility to extend. Dunnes store, hairdressers/barber, butcher shop, off-licence, restaurants only 5 minutes walking. Do...","Blanchardstown, Ongar Village, Dublin 15, Ongar, Dublin 15"
€200 weekly,"Available 26th August - 3 bedroom house near dcu, shops, gym , bus routes. Great location. Spacious double room. Living with quiet mother and son 12 years old. All bills. Included. Looking for a quiet clean friendly girl :)","77 Shangan Gardens, Dublin 9, Whitehall, Dublin 9"
€910 monthly,Available Now - Large en-suite bedroom to let in luxury serviced 2 storey apartment. The room comes with its own parking space in the secure underground car-park. Exceptionally large living area with floor to ceiling windows in the livi...,"Howth Road, Clontarf, Dublin 3"
€900 monthly,"Available 2nd September - Set in the pictuesque fishing village of howth. A very large single person bedroom en suite. All bills included. Electricity, heating & wifi. Spacious house. 15mins walk to dart, longer to walk back up the hill. 3 mins t...","Thormanby Rd, Howth, Co. Dublin"
€920 monthly,"Available 21st September - ***female only***all bills included***please read full description*** 

hello,

we are a family of 3 (soon to be 4 as there's a baby on the way) (2 adults and 1 child) + a female tenant + a labrador, looking for a female...","Tamarisk Avenue, Kilnamanagh, Dublin 24, Kilnamanagh, Dublin 24"
€700 monthly,"Available 1st September - Quiet, tidy, eco friendly top floor apartment available from 1st september, 2024 to share with 2 females in sandymount. The apartment is 5 mins walk from bus, landsdowne rd dart,  sandymount village and a 15 minutes cycl...","13 Newbridge Avenue, Sandymount, Dublin 4, Sandymount, Dublin 4"
€900 monthly,"Available 31st August - Welcome to our spacious 5-bedroom home boasting 4 bathrooms! join a vibrant community of four friendly gay housemates in balgriffin. A cozy,  large double bedroom with a comfortable double bed and an en-suite, awaits a g...","Castlemoyne, Dublin 13, Clarehall, Dublin 13"
€842 monthly,"Available 1st September - A large double room is available in a bright spacious apartment sharing with two others, a guy and a girl in their twenties and thirties working full time mon-fri. Bills include wifi, electricity & hot water which amount...","The Kestrel Building,heuston South Quarter, Kilmainham, Dublin 8"
"€1,000 monthly","Available Now - Available now!
2 bedrooms available for 1 occupant per room. The house is located in blanchardstown village. Monthly rent is inclusive of all bills. - 5 min walk to connolly hospital
- 5 min walk to bus stops
- 10 min wa...","Blanchardstown Village, Blanchardstown, Dublin 15"
"€1,000 monthly","Available Now - Double bed available in 4 bed house single person only sharing bathroom with male tenant. We let you meet all tenants before you move in. All tenants are friendly and working full time. Rathborne boulevard, a brand new d...","Rathborne Boulevard, Ashtown, Dublin 15"
€750 monthly,"Available 1st September - Nicely furnished quiet house, double room available from 1 september. Monday to friday rental preferred. Owner occupied. House convenient to malahide village, swords, city centre and airport. Buses: 42, 142, 102","Seabury, Malahide, Co. Dublin"
€800 monthly,"Available 1st September - 2 large separate bedroom's with double beds. For rent. Plenty of wardrobe and storage space,
would probably suit two girls as bathroom would be shared. Kitchen has all modern features, 

4 minutes walk to clonsilla train...","Portersgate Clonsilla, Clonsilla, Dublin 15"
€675 monthly,"Available Now - *****the property has just been redecorated******


a large double room available to rent in this four bed, first floor duplex. The room is bright and spacious and furnished with double bed, fitted wardrobes, bedside ...","76 Gleann Na RÍ, Cherrywood, Co. Dublin"
€950 monthly,"Available 14th September - Large room to rent to a non-smoking female in exceptionally large, bright & spacious 3 bedroom apartment in dublin 18, sharing with 2 friendly female professionals. Ample car parking available

short drive or walk to lua...","Bracken Hill, Simonsridge, Blackglen Road, Sandyford, Dublin 18"
"€1,200 monthly","Available 21st August - Duble room with en-suite available in a spacious three bed room apartment in sandyford, dublin 18. Share with two working professionals people. The room is available from 21 of august.","Apartment 101 , The Edges 2, Beacon South Quarter, Stillorgan, Co. Dublin"
€700 monthly,"Available 1st September - **spacious double room for rent in dublin 15**

double room available in a welcoming family home, perfect for students! 

 key features:
- **private double room**: comes fully furnished with a bed, a desk, and an ergonom...","Fortlawn Drive,dublin 15, Clonsilla, Dublin 15"
€725 monthly,"Available Now - Double bedroom (measuring 3. 4 metres x 3 metres). Accommodation comprises a living room, kitchen, 2 bedrooms, one bathroom with electric shower, and one toilet. The apartment has a private rear garden. Not owner occupie...","Sandford Road, Ranelagh, Dublin 6, Ranelagh, Dublin 6"
€950 monthly,"Available 30th August - Quiet, private double-bedroom available to rent. Conveniently situated close to the city centre, the house is serviced by two bus routes (9 and 54a) practically to the door and is within easy walking distance to a variet...","100a Lower Kimmage Road, Harold's Cross, Dublin 6"
€800 monthly,"Available 6th September - Double en-suite bedroom to let in a newly built owner occupied property in city west. Tenant would have own en-suite bathroom, shared use of living and kitchen spaces. Parking available in the estate if required. This ho...","Barnoaks,citywest,dublin 24, Citywest, Co. Dublin"
