prices,available,address
€880 monthly,"Available Now - Short term accommodation for 7 months
single ensuite room available in a shared duplex  from 15th august 2024 to 14th march 2025 

location: ashtown, dublin 15

move in - immediate

walking distance 
spar - 200 m
superva...","Rathborne Avenue, Dublin 15, Royal Canal Park, Dublin 15"
"€1,100 monthly",Available 1st October - One en-suite double room in a newly built semi-detached three-bedroom house in citywest village. The house is a 5-minute walk to the luas stop (citywest campus). 3 minutes walk to lidl and citywest shopping centre. 2 min...,"Citywest Village,dublin 24, Saggart, Co. Dublin"
"€1,500 monthly","Available 4th October - Shared with 1 kind, quiet and considerate it professional. The property is located in dundrum. 2 mins walk to dundrum shopping centre and 1 min walk to luas station. The room has its own bathroom. It is spacious warm, br...","Apartment 24, The Holly, Rockfield, Dundrum, Dubli, Dublin 14"
€650 monthly,"Available 14th September - Bright double room available facing the grand canal on a quiet street. Great location, close to the centre of town. Sharing with just one other person and a cat. Rent is €650 p.m. Inclusive of all bills (wifi, gas, ...","Lullymore Terrace,south Circular Road,dublin 8, South Circular Road, Dublin 8"
"€1,250 monthly","Available 16th September - It's a newly built 3-bedroom house with a family of four living in it. We've converted the attic, which we're offering for sharing. The space includes a bathroom, a small kitchen, and provides 24/7 heating and hot water....","Tandy's Lane, Adamstown, Lucan, Adamstown, Co. Dublin"
€250 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Annagh Court, Blanchardstown, Dublin 15"
€160 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Oakdale Crescent, Ballycullen, Dublin 24"
€220 weekly,"Available 31st October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","St Brigid's Road, Killester, Dublin 5"
€220 weekly,"Available 1st September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Burrow Road, Portrane, Co. Dublin"
€265 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Dolphin Road, Drimnagh, Dublin 12"
€250 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Glencarrig Drive, Firhouse, Dublin 24"
€200 weekly,"Available 25th August - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Elmcastle Court, Kilnamanagh, Dublin 24"
"€1,100 monthly","Available Now - Room only with use of kitchen facilities. Double room ensuite. Plenty of storage, desk, tv, wifi in room. Great location  in walking distance to blanchardstown hospital, shopping centre, tu blanchardstown and national sp...","47 Annagh Court, Waterville, Dublin 15, Dublin 15"
"€1,000 monthly","Available Now - Large double room (studio)
balcony , newly finished,ensuite , 
double bed , desk , wardrobes. Recently plenty of storage. Bright and spacious.","1 Newlands Manor Green, Dublin 22, Grange Castle, Co. Dublin"
€900 monthly,Available 25th August - Bright double ground floor bedroom with bay window in dormer style house shared with three other male professionals. Bathroom shared with only one other. House is non smoking. Off street parking. Located in direct proxim...,"Oakdown, 76 Churchtown Road Upper, Dublin 14, Dublin 14"
€800 monthly,"Available 1st September - A double bedroom is available on griffith drive (close to dcu)

2 mins walk to the bus stop and close to johnstown park. This is a part of a 3 bed house with a garden, you will be sharing the house with 1 more person. Yo...","Griffith Drive, Glasnevin, Dublin 11"
"€1,065 monthly","Available 1st September - 2 bedroom ground floor apartment available for sharing with 1 person and a golden retriver
internet is included in the rent. Free gym facility available. Work stations/meeting rooms available in the common area. Kitchen ...","One Three North,marrsfield Avenue,clongriffin,dublin 13, Donaghmede, Dublin 13"
"€1,500 monthly","Available Now - Room type: ensuite double room with balcony
property type: 2 bedroom apartment
location: near stillorgan luas
move in: immediate
email only for enquiries and viewing","South Central,rockbrook,carmanhall Road,sandyford Business Park,dublin 18, Stillorgan, Co. Dublin"
"€1,250 monthly","Available 25th August - Beautiful apartment in swords, just off noetg street. 2 minute walk to gourmet food parlour. About 3 minutes to ksixtyseven. Five minute walk to bus stop into town, 33, 41, swords express, 102 to malahide. Less than 10 m...","Close To North Street, Seatown West, Swords, Co. Dublin, Swords, Co. Dublin"
€700 monthly,"Available Now - The house

on the ground floor there is a spacious kitchen with gas cooker, oven, microwave, washing machine, two fridge-freezers. From the kitchen there is access to a beautiful garden where you can relax. On the baseme...","77 Park Boulevard, Dublin 15, Tyrrelstown, Dublin 15"
