prices,available,address
€250 weekly,"Available 25th August - This is a lovely furnished double room to rent, including the use of the main bathroom (host has own ensuite bedroom). All bills & wifi included. Parking available. Great location - close to the m50. The apartment is sit...","Rathfarnham, Dublin 16"
€750 monthly,"Available 15th September - Nice, sunny double room available from 15 sept. The bathroom is shared with one person. Buses are 41,41c, swords express 500 (24/7)  5 min walk from the house. We are looking for a quiet and tidy tenant. Bills are not in...","Swords Manor , Co. Dublin, Swords, Co. Dublin"
€966 monthly,"Available 8th September - Double room for rent, sharing in a 3 bed house between ringsend and grand canal dock. The room is available from may 8th. Sharing with two friends, both gay males in their 30s. We are very clean and tidy, and it is impor...","Ringsend Road, Dublin 4, Grand Canal Dock, Dublin 4"
€821 monthly,"Available 26th August - About the property: 
discover your ideal home in this stunning two-story apartment. With a spacious patio perfect for relaxation and hosting small gatherings. A very bright apartment with an abundance of natural light (y...","12 Priory Hall, Dublin 12, Terenure, Dublin 12"
€700 monthly,"Available Now - Room with double bed and shared bathroom available to rent in balbriggan. We are looking for a full-time worker or student with a stable financial situation. The person must be tidy, responsible, non-smoking, and have ex...","Tara Cove,balbriggan,co. Dublin, Balbriggan, Co. Dublin"
"€1,000 monthly","Available 1st September - A2 ber rated home with 5kw solar system installed, which helps with the electrical bill. Newly built conntemporary styled house where the shared areas are consisting of spacious open plan kitchen and dinning area, with a...","Hollywoodrath, Hollystown, Dublin 15"
"€1,100 monthly","Available 1st September - Double bedroom in a 2 bed house. Shared bathroom. Bills (tv, broadband, refuse, electricity and gas) are included in rent. On street parking available with a parking permit from dublin city council. Would not suit if you...","Elmwood Avenue Upper,dublin 6, Ranelagh, Dublin 6"
€900 monthly,"Available 1st September - One double room for rent in the heart of ranelagh, within very short walking distance to all of the amenities (shops, luas across the street etc. )

this off-street property is currently owner-occupied by a couple, with ...","5 Temple Place, Dublin 6, Ranelagh, Dublin 6"
€800 monthly,Available Now - Double room en suite in spacious apartment. Located at blanchardstown shopping centre. Several bus routes to city centre at the shopping ctr.,"Apartment 119 , Westend Village, Dublin 15, Clonsilla, Dublin 15"
€230 weekly,Available 25th August - Room available sunday night to thursday night sharing with owner and family. Quiet location close to public transport. 3 min walk to shops.,"Blackrock, Co. Dublin, Blackrock, Co. Dublin"
"€1,000 monthly","Available Now - Apartment is very central.1. Two minutes from dart station and bus stops
2. Five minute walk to the supermarket, coffee shops, banks, pharmacy, library, church, beauty salon/barbers, bakery, etc
3. 15 min walk to the gym...","Grange Hall, Raheny Road, Dublin 5, Raheny, Dublin 5"
€921 monthly,"Available 5th September - Hi there,

double room - ensuite (with own shower+wc/toilet), with two big wardrobe to rent in a 2-bed apartment in rathborne/ashtown. Appartment has a big living room, two balconies, shared storage room. The room will b...","Rathborne, Dublin 15, Royal Canal Park, Dublin 15"
€950 monthly,"Available Now - One spacious clean double room available for rent in dublin 15. Bedroom:
brand new double bed (mattress & headboard included)
bathroom available but not attached to the room. Double wardrobe
chest of four drawers
bedside...","Ballentree Village, Tyrrelstown, Dublin 15, Dublin 15"
"€1,100 monthly",Available 3rd September - A double bedroom with a private bathroom available for rent in a bright 2 bedroom; 2 bathroom house in a quiet residential area. The house is located a few minutes walk to the bus stop and walking distance to local ameni...,"Mount Eustace, Tyrrelstown, Dublin 15"
€950 monthly,Available 1st September - Double bedroom with sole access to a large family bathroom. The room comes fully furnished with a comfortable double bed so all you need to do is bring your personal items and settle in. The room includes a built-in ward...,"Apartment 8 , The Charter, Santry Cross, Dublin 11, Poppintree, Dublin 11"
€800 monthly,Available 14th September - Please note the room is available monday to friday only. You will be living with female from mayo in her mid 30s who works in the office most days and enjoys tennis in the evenings. The place is clean and peaceful. Pleas...,"Kenilworth Manor, Harold's Cross Road, Dublin 6w, Harold's Cross, Dublin 6w"
€800 monthly,"Available 1st September - Sunday-friday occupancy only
would be ideal for a student! 

please read the ad carefully! 

lovely double en suite room in house with a young (ish) professional couple, their 2 year old son and their cavapoo! 

lovely q...","Neagh Road, Terenure, Dublin 6w"
€700 monthly,Available 22nd August - A lovely house looking out to lovely views of the big park with very good transport links and very quiet location within walking distance to artaine castle shopping centre and lidl mr price. Beaumont hospital within walk...,"59 Elm Mount Road, Dublin 9, Beaumont, Dublin 9"
€655 monthly,Available 28th August - Double bedroom to rent in dublin 8. Available from august 28th. €655 plus bills. Close to a lot of amenities including phoenix park and imma. Sharing with two working professionals - mid to late twenties. Looking fo...,"Inchicore, Dublin 8, Kilmainham, Dublin 8"
€750 monthly,Available 1st September - *monday-friday rental only* this is not a 7 day rental. Double room available in 3 bed house in quiet new-build estate. Room is available from the 1st september 2024 bills and wifi are included in monthly rent. Large spa...,"Temple Woods, Dublin 24, Kilnamanagh, Dublin 24"
