prices,available,address
€950 monthly,Available 1st September - Looking for a respectful quiet female. - not a couple-  i live alone - mature  male have. A lovely springer spaniel dog very placid and friendly. House has 3 bedrooms but only renting 1. All mod cons and very warm in win...,"Dolphin Road,dublin 12, Rialto, Dublin 8"
€900 monthly,"Available 1st September - Double room available in lovely 3 bedroom house. Living with 2 working females in 20s/30s. House is on quiet residential road, with free street parking available. - large living area and kitchen. All mod cons. - wireless...","89 Bannow Road, Dublin 7, Cabra, Dublin 7"
€900 monthly,"Available Now - Renting a double  bedroom. Perfectly ,maintained duplex apartment. Minimum one month rental, available until june 2025. 900 monthly + 150 eur for bills  (electricity, gas, internet; bins ) 
deposit one month (900 euro) o...","Dublin 13, Clongriffin, Dublin 13"
€900 monthly,"Available 1st October - Bright 1 double room with kind size bed, available to rent from 1/10/2024 , new mattress new renovation, full set kitchen with all the accessories  ( coffee machine , dryer , dish washer. Wash machine cooking accessories...","Swan Hall, Belgard Square, Belgard Square West, Du, Dublin 24"
€690 monthly,"Available 25th August - Available for 10 months only, from the 25th of august to the 25th of june 2025. Spacious double ensuite bedroom in 4 bedroom house

no smoking & no pets, no friends staying overnight.","Charnwood Park,clonsilla,dublin 15, Clonsilla, Dublin 15"
€550 monthly,"Available Now - Rent double bed €750 plus bills and single bed €550 plus bills
double room and single bedroom
3 bedrooms house with 3 toilets 
property overview
-	bedrooms available: 2
-	available from: 20th august 
-	availabl...","Mount Garrett Park, Mount Garrett,dublin 15, Tyrrelstown, Dublin 15"
€845 monthly,"Available 1st September - **double room in spacious apartment - available september 1st **

double room available in our modern apartment at clancy quay. Free on-site amenities include a gym, office space, cinema room,lounge, kitchen/dining, game...","Clancy Quay, South Circular Road, Dublin 8, Kilmainham, Dublin 8"
€722 monthly,"Available 16th September - Room for rent in drumcondra!

i have a double room available from september 16th in a 2-bedroom spacious apartment in drumcondra, dublin 9. The apartment is in a quiet, private, gated complex with great views of the city...","Gracepark Manor,swords Road,dublin 9, Whitehall, Dublin 9"
"€1,300 monthly","Available 25th August - The brand-new, a2-rated 4-bedroom home in kilcarbery, dublin 22, is finished to an exceptional standard. The property offers a serene environment with ample parking. You will be sharing this 4-bedroom house with an india...","Hawthorn Avenue,Kilcarbery,Dublin 22, Dublin 1"
"€1,170 monthly","Available 1st September - All  bills included
total cost per month -  1,170

* long term tenants only please. Amazing location situated on the banks of the royal canal greenway, between phibsboro and glasnevin, excellent for cycling and walking. ...","4 Coke Oven Cottages, Glasnevin, Dublin 11"
"€1,100 monthly","Available 1st September - Spacious and bright double ensuite bedroom available in large 2 bed apartment. The bedroom has a double wardrobe, providing ample hanging and drawer storage space, king size bed and a desk. The room and apartment are com...","The Oak, Parkview, Dublin 18, Stepaside, Dublin 18"
"€1,000 monthly","Available 1st September - 1 room available in a 3 bdrm penthouse apartment in honeypark, dun laoghaire. Room has its own bathroom, and is approx 3. 5mx4. 5m. Sharing with two young professionals (females in mid-late twenties) and a cat. Apartment...","Apartment 103 , Leona, Honey Park, Dun Laoghaire, Sallynoggin, Co. Dublin"
€875 monthly,"Available 1st September - We are two male working professionals in our mid/late 20's. We are looking for a new housemate to move in on 1st september. The apartment has 3 bedrooms, 2 bathrooms and a small patio. It is very modern, warm bright and ...","Wyckham Point, Wyckham Way, Dundrum, Dublin 16, Dundrum, Dublin 16"
€950 monthly,"Available 1st September - Amazing large double ensuite room in this fabulous house on its own site baldonnell road surrounded by beautiful gardens, green fields and scenery. Close to citywest, saggart, rathcoole, lucan, clondalkin and transport l...","Baldonnell, Citywest, Co. Dublin"
"€1,200 monthly",Available Now - Newly refurbished bright en-suited double room available immediately. Easy access to stillorgan village and blackrock village. 15 minutes walk to blackrock dart station. About 10 minutes walk to all bus stops. Near shopp...,"Apartment 5 , House 5, Linden Court, Grove Avenue, Stillorgan, Co. Dublin"
"€1,100 monthly","Available Now - If you have any interest  in this room, message me on whatsapp only, message from daft i won't be able to answer........ 2-bedroom apartment, occupied by a professional couple in their late 20s and mid-30s. We're seeking...","Parkside Boulevard, Two Three North Vesta, Balgriffin, Dublin 13"
"€1,000 monthly","Available 1st September - Single applicant - €1,000 
couple - €1,340

one double room (en suite) available in shared (non owner occupied) beautiful three bed house in portmarnock. Located 4-min walk from portmarnock dart station and cen...","Saint Marnocks Bay, Portmarnock, Co. Dublin"
"€1,350 monthly","Available 1st October - Hi all,

a double bedroom available with your own super spacious bathroom along with a private balcony in a 2 bedroom 2 bath apartment. The property is located in the heart of grand canal dock. You will be sharing the pr...","Pearse Street, Dublin 2"
"€1,250 monthly","Available 13th September - This apartment is located in leopardstown, dublin 18. It is ideally located with dublin city centre being easily reached by bike, bus, luas (the gallops station is right on our doorstep) or car. Dublin bus routes include...","Barn Hill,clay Farm Drive,dublin 18, Leopardstown, Dublin 18"
"€1,250 monthly","Available 1st September - Fantastic location just off sandymount strand. Minutes walk to sydney parade dart, all major bus routes and close to toll bridge. Close to st. Vincents hospital, merrion shopping centre, sandymount village, ringsend , rd...","Merrion Strand, Dublin 4, Dublin 4"
