prices,available,address
"€1,600 monthly","Available 11th September - Stunning top floor, open planned  penthouse apartment with view to the wicklow mountains view from a full wrap around balcony. Double room with own ensuite including bath. Close to shops, supermarkets, bus and lovely wal...","Apartment 81, Neptune, Honey Park, Dun Laoghaire, Glenageary, Co. Dublin"
"€1,150 monthly","Available 5th September - 1 bedroom to rent in a 2 bedroom apartment for someone in their twenties - from september. Hi, 
i'm renting a room in my 2-bedroom apartment - i'll be your roommate. This is a large apartment with 4 rooms: the 2 bedroom...","Francis Street,dublin 8, Christchurch, Dublin 8"
€650 monthly,"Available 31st August - Beautiful modern clean home, looking for someone who is quite, respectful of other house mates, clean and tidy, non smoker. Each room has brand new double beds freshly painted , 32""smart tvs 
more photos request. Ikea &...","Jamestown Road, Dublin 11, Finglas, Dublin 11"
€950 monthly,"Available 1st September - Double room with large balcony available in a spacious duplex house, located in a safe and well maintained complex in the sought after chapelizod village. Seeking one person to share the house with two others (male and f...","Knockmaree, St Laurences Road, Chapelizod, Chapelizod, Dublin 20"
€550 monthly,"Available 24th September - Double room sharing with 2 female working professionals. Available 24th september (sooner if needed). If interested, please message a bit about yourself and we will get back to you to arrange a viewing :)","15 Parnell Court, Dublin 6W, Dublin 6w"
€250 weekly,"Available Now - Bus - 2 minutes walk
luas - 5 minutes walk
city centre - 15/20 minutes walk. Shops/cafes - 2 mins walk

double room to let. Built in wardrobes lots of  space. King size bed. Same floor as the bathroom. Kitchen and sittin...","Caledon Road,dublin 3, North Wall, Dublin 1"
€800 monthly,"Available 21st August - Large en suite room to rent in belmayne. Bills included in the price. Myself, my wife (the property owners), and one other tenant live here. And two cats, so if you are allergic or can't live with cats, dont apply. Close...","Churchwell Square,belmayne,dublin 13, Clongriffin, Dublin 13"
"€1,000 monthly","Available 24th August - Double room ensuite in lucan for non-smoking person, accommodation only. Close to bus stop and within walking distance of lucan village. Heating and electricity included. Email enquiries only please.","Lucan, Co. Dublin, Lucan, Co. Dublin"
€800 monthly,"Available 25th August - All bills included. Perfect for corporates working nearby or students studying in dublin. /maynooth 
based in carpenterstown. 10 mins walk to train station, easy access to maynooth, leixlip, damastown, ibm, intel, blanch...","Luttrellstown Avenue,dublin 15, Carpenterstown, Dublin 15"
€950 monthly,"Available Now - Available now

seeking female housemate for 1 double room to share 3 bedroom house with existing tenant (female 38). This includes use of your own bathroom. Lgbtqia+ all welcome. Parking is also available. Bedroom availa...","Ridgewood Square, Ridgewood, Swords, Co. Dublin"
€240 monthly,"Available 31st August - Female sharer only

this homeshare opportunity is available to a female sharer to share the home with an older lady who would love the peace of mind that comes with not living alone. She is offering a double bedroom (1 s...","Templeville Road, Templeogue, Dublin 6w"
€662 monthly,"Available 31st August - Double room available in house share with three girls in their 20's. Room with mattress and wardrobe with ample storage space. The house is bright and airy with a shared kitchen, living room and bathroom. The kitchen is ...","44 Knocknarea Avenue, Dublin 12, Drimnagh, Dublin 12"
€750 monthly,"Available Now - Hi there, 

we're currently looking for a female housemate to live with us (two women) in our beautiful apartment in east wall. The shared kitchen is fully equipped with all the modern appliances you would expect includi...","Island Key, East Road, Dublin 3, East Wall, Dublin 3"
"€1,600 monthly","Available 1st October - ### modern 1-bedroom with en-suite in grand canal dock, dublin - **bills included**

**property overview:**
this spacious en-suite bedroom, part of a stylish 9-unit property, is available for immediate letting. Located o...","Grattan Place,dublin 2, Grand Canal Dock, Dublin 2"
€900 monthly,Available Now - 2 rooms available in an apartment in the ifsc. Sharing the apartment with another girl. Bills are additional. Please contact me via what's app to arrange a viewing.,"Slaney Court, IFSC, Dublin 1"
€950 monthly,Available Now - Double en suite room available to share in 3 bed house with 2 others. Quiet residential area.,"54 The Oaks, Ridgewood, Swords, Co. Dublin, Swords, Co. Dublin"
€800 monthly,"Available 9th September - This is a large spacious house located one minute from marlay park, shared with 4 professionals, three women and one man, all in their 30's. Large double room available in freshly refurbished house. New floors, walls pai...","Hermitage View, Rathfarnham, Dublin 16, Dublin 16"
€800 monthly,Available Now - This is a spacious house located one minute from junction 12 off the m50. The house has been extensively refurbished & is kept in pristine condition. Large double room available to rent. New bed and mattress. High speed ...,"Orlagh Grove, Knocklyon, Dublin 16"
€200 weekly,"Available Now - Room to rent in a quiet road in foxrock. Option of a single room for 200/week or double room for 225/week. All utilities included. Within walking distance to deansgrange and n11
please phone 086 081 0212 and not the numb...","Foxrock Crescent, Foxrock, Dublin 18"
"€1,300 monthly","Available 30th September - Hello! 

we have a a great furnished bedroom available in a spacious 2 bedroom 1 bathroom apartment. The apartment is a modern style and the kitchen and bathroom are quite new. It is less than  a 10 minute walk from goog...","Grand Canal Square,dublin 2, Grand Canal Dock, Dublin 2"
